tdiv0,tdiv,tld,tdie
42.3,9.872727272727273,66.60555555555554,93.05757575757576
49.0,16.444444444444446,69.62222222222222,94.57333333333334
41.46666666666667,,41.46666666666667,71.88333333333334
31.8,11.583333333333332,43.38333333333333,80.16666666666667
42.36666666666667,9.3,50.733333333333334,64.30000000000001
37.8,,37.8,43.35
38.733333333333334,10.273333333333333,56.03333333333333,83.65238095238094
37.56666666666666,8.252380952380951,61.12083333333334,95.41111111111111
24.833333333333332,11.0,45.94166666666666,76.70416666666667
41.46666666666667,13.849999999999998,55.31666666666666,87.79999999999998
37.0,8.996296296296299,65.9888888888889,77.47777777777777
42.96666666666667,11.708333333333332,58.65833333333333,80.5
52.8,,52.8,88.63333333333333
44.36666666666667,12.68888888888889,74.55000000000001,95.71904761904763
42.86666666666667,8.62307692307692,62.675,103.15000000000002
45.7,17.46666666666666,67.46666666666665,91.61333333333332
34.1,,34.1,39.03333333333333
37.5,11.313888888888892,66.22222222222223,89.55757575757576
62.6,12.916666666666664,75.26666666666667,110.63333333333334
40.36666666666667,12.126666666666669,64.1,82.41666666666667
47.3,9.188095238095238,77.525,98.87333333333332
38.733333333333334,8.803703703703704,75.1,90.56969696969696
43.43333333333334,12.916666666666659,63.544444444444444,87.59444444444443
40.2,23.966666666666654,52.18333333333333,94.1111111111111
44.766666666666666,11.016666666666666,55.78333333333333,77.35
46.266666666666666,,46.266666666666666,49.86666666666667
53.266666666666666,11.261111111111113,75.71666666666667,109.1125
47.6,8.802777777777775,69.69583333333334,97.06904761904764
36.93333333333334,11.233333333333334,48.16666666666667,122.65
40.266666666666666,11.822916666666668,75.32962962962964,95.4450980392157
32.9,,32.9,65.63333333333333
48.93333333333334,11.49444444444444,71.025,106.1875
35.1,17.849999999999998,52.95,78.82222222222222
39.233333333333334,10.616666666666665,59.14666666666667,89.85238095238095
42.93333333333334,13.677777777777777,77.21666666666667,120.45952380952382
38.43333333333334,11.727272727272727,68.01904761904761,93.24102564102564
39.233333333333334,12.111111111111109,57.4,89.55
45.0,17.883333333333333,62.88333333333333,80.65833333333333
45.16666666666667,9.324561403508772,74.25757575757575,101.12857142857142
46.766666666666666,9.183333333333334,55.95,72.70833333333334
40.06666666666666,13.511111111111113,66.30833333333334,87.62916666666666
51.93333333333334,,51.93333333333334,83.73333333333332
43.66666666666667,15.00952380952381,75.18666666666667,107.43703703703704
47.66666666666667,14.266666666666662,61.93333333333334,107.8
41.56666666666666,10.259649122807017,73.68181818181817,101.48166666666667
34.56666666666666,14.483333333333334,49.05,94.21666666666667
41.233333333333334,15.55,58.36666666666667,96.6
43.43333333333334,,43.43333333333334,99.9
45.266666666666666,16.033333333333335,61.3,97.50833333333334
44.733333333333334,7.299999999999999,82.26666666666667,98.26666666666667
43.733333333333334,11.747826086956522,81.8205128205128,110.20266666666666
43.0,,43.0,56.18333333333333
41.9,12.299999999999999,57.48888888888889,66.70666666666668
48.6,16.5,65.1,99.79166666666667
38.1,10.998958333333333,83.74074074074073,101.14141414141415
39.166666666666664,13.749999999999998,50.9,118.21666666666667
38.166666666666664,9.20952380952381,63.88333333333333,89.57291666666666
34.53333333333333,12.200000000000003,40.63333333333333,69.96666666666665
35.0,18.433333333333334,53.43333333333334,62.06666666666666
46.766666666666666,8.564102564102566,70.1952380952381,85.78181818181817
47.43333333333334,9.749999999999996,57.18333333333334,73.69166666666666
45.46666666666667,9.373809523809525,72.875,88.35000000000001
39.03333333333333,15.29166666666667,60.483333333333334,89.95833333333333
34.3,,34.3,72.35
45.9,13.06666666666667,52.43333333333334,93.52222222222223
40.16666666666667,13.983333333333327,54.15,77.17500000000001
36.9,12.433333333333337,49.2,117.83333333333334
40.16666666666667,13.9125,70.17222222222223,97.85999999999999
40.56666666666666,15.050000000000004,55.61666666666667,103.24999999999999
40.43333333333334,13.549999999999994,53.983333333333334,78.175
38.53333333333333,10.704761904761906,55.733333333333334,93.57619047619048
42.7,11.406060606060604,71.83333333333333,97.86190476190477
44.06666666666666,18.266666666666673,62.333333333333336,87.1
