tdiv0,tdiv,tld,tdie
40.35416666666667,21.816666666666663,66.54027777777777,90.40416666666667
35.49583333333334,15.583333333333329,51.079166666666666,66.67395833333333
53.09583333333333,19.31875,72.41458333333333,82.096875
50.391666666666666,,50.391666666666666,66.89166666666667
47.09166666666667,,47.09166666666667,91.16041666666668
41.68333333333334,18.860416666666666,60.54375,82.64687500000001
37.925,15.904166666666672,53.829166666666666,92.615625
37.1,15.766666666666666,51.03333333333333,100.53333333333333
31.96666666666667,11.109999999999998,48.85625,56.28888888888889
39.75833333333333,,39.75833333333333,75.53125
34.625,12.90208333333333,47.52708333333333,49.69270833333333
35.90833333333333,,35.90833333333333,37.74166666666667
44.34166666666667,,44.34166666666667,59.71875
40.62916666666667,,40.62916666666667,57.10625
37.420833333333334,,37.420833333333334,42.02708333333334
34.94583333333333,,34.94583333333333,62.72083333333334
40.95,,40.95,55.75416666666666
40.766666666666666,,40.766666666666666,71.08541666666667
48.74166666666667,,48.74166666666667,49.56666666666666
47.0,,47.0,50.23125
32.8375,17.852083333333336,50.68958333333333,53.55416666666666
38.475,,38.475,53.62291666666667
47.22916666666667,,47.22916666666667,89.28125
49.520833333333336,20.579166666666666,70.1,89.05208333333333
36.550000000000004,17.347916666666666,53.897916666666674,63.84375000000001
36.641666666666666,19.1125,66.35694444444444,83.12430555555557
46.175,,46.175,72.75833333333334
34.9,,34.9,45.35
59.420833333333334,,59.420833333333334,66.84583333333333
38.704166666666666,,38.704166666666666,69.84791666666666
35.54166666666667,14.406944444444441,53.294444444444444,67.53333333333333
67.39583333333334,,67.39583333333334,72.025
35.90833333333333,,35.90833333333333,47.91666666666667
48.97083333333333,,48.97083333333333,64.55416666666667
39.712500000000006,16.82083333333333,56.53333333333333,88.29583333333333
42.141666666666666,,42.141666666666666,42.27916666666667
37.2375,17.78333333333334,55.020833333333336,59.52395833333334
48.145833333333336,,48.145833333333336,73.83541666666667
40.62916666666667,,40.62916666666667,63.01875
37.00833333333333,,37.00833333333333,50.46041666666667
44.84583333333333,,44.84583333333333,46.610416666666666
44.25,,44.25,50.895833333333336
84.44583333333333,,84.44583333333333,109.42500000000001
37.1,,37.1,43.47083333333333
46.63333333333334,,46.63333333333334,70.94791666666667
44.8,,44.8,88.36458333333333
39.712500000000006,17.78333333333333,57.49583333333334,60.39479166666667
41.3625,,41.3625,59.833333333333336
38.75,,38.75,68.175
41.3625,,41.3625,43.5625
