tdiv0,tdiv,tld,tdie
39.3,,39.3,42.96666666666667
34.71666666666667,,34.71666666666667,36.50416666666667
30.5,12.2375,42.7375,53.462500000000006
33.983333333333334,,33.983333333333334,50.94166666666666
30.041666666666668,10.564583333333331,40.60625,49.612500000000004
29.858333333333334,,29.858333333333334,35.702083333333334
38.15416666666667,,38.15416666666667,45.075
31.96666666666667,13.40625,45.37291666666667,57.90833333333334
31.96666666666667,,31.96666666666667,72.13958333333333
37.833333333333336,,37.833333333333336,49.795833333333334
29.125,,29.125,40.65208333333334
30.179166666666667,12.466666666666665,51.675,56.21249999999999
35.63333333333333,,35.63333333333333,45.16666666666667
35.49583333333334,16.958333333333336,62.85833333333333,64.98958333333333
34.9,,34.9,43.81458333333334
42.141666666666666,,42.141666666666666,48.71875
37.97083333333333,,37.97083333333333,39.712500000000006
29.354166666666668,16.3625,45.71666666666667,47.63020833333334
35.175000000000004,13.131250000000001,48.306250000000006,52.121875
30.637500000000003,10.106250000000001,51.44583333333334,52.56875
31.82916666666667,,31.82916666666667,41.04166666666667
34.670833333333334,,34.670833333333334,36.916666666666664
29.170833333333334,,29.170833333333334,40.28541666666667
29.125,,29.125,35.014583333333334
39.62083333333334,,39.62083333333334,40.2625
34.670833333333334,12.764583333333334,55.61666666666667,69.64930555555556
38.337500000000006,19.227083333333333,57.56458333333334,59.35208333333333
39.85,16.133333333333336,60.70416666666667,69.30250000000001
37.145833333333336,,37.145833333333336,47.0
34.94583333333333,12.420833333333334,47.36666666666667,58.469791666666666
36.4125,,36.4125,39.4375
30.45416666666667,,30.45416666666667,41.29375
37.145833333333336,20.945833333333333,47.618750000000006,59.13055555555555
