tdiv0,tdiv,tld,tdie
29.5375,,29.5375,31.27916666666667
44.15833333333333,,44.15833333333333,45.71666666666667
32.0125,,32.0125,33.456250000000004
37.329166666666666,,37.329166666666666,42.62291666666667
34.71666666666667,,34.71666666666667,34.94583333333333
31.783333333333335,,31.783333333333335,35.22083333333333
30.133333333333336,,30.133333333333336,30.316666666666666
32.8375,,32.8375,42.645833333333336
35.954166666666666,,35.954166666666666,36.275
36.275,,36.275,37.489583333333336
33.75416666666667,,33.75416666666667,39.735416666666666
31.6,,31.6,34.83125
30.59166666666667,,30.59166666666667,31.94375
31.6,,31.6,39.09375
31.05,,31.05,37.925
32.608333333333334,,32.608333333333334,34.80833333333334
31.095833333333335,,31.095833333333335,33.15833333333333
33.43333333333334,,33.43333333333334,40.44583333333333
30.545833333333334,,30.545833333333334,45.96875
28.9875,,28.9875,32.65416666666667
