tdiv0,tdiv,tld,tdie
35.7,11.73125,70.21333333333332,100.40185185185186
30.96666666666667,,30.96666666666667,67.16666666666667
34.3,8.31388888888889,56.72777777777778,74.36944444444444
35.7,10.952777777777778,66.56666666666666,99.775
32.7,13.216666666666669,73.25333333333333,115.22549019607843
35.46666666666667,10.461111111111114,80.15555555555555,100.01880341880343
47.7,12.066666666666666,67.57777777777778,94.62222222222222
34.833333333333336,,34.833333333333336,86.61666666666667
35.8,9.771428571428572,53.65,75.01666666666667
31.233333333333334,8.528571428571428,50.199999999999996,99.34444444444443
33.13333333333333,9.799999999999997,42.8,87.63333333333333
37.4,8.851851851851853,54.69166666666667,89.5047619047619
34.7,8.911111111111111,60.13333333333333,73.37777777777778
38.4,9.56190476190476,65.78333333333333,124.29999999999998
41.63333333333333,9.299999999999999,60.63333333333333,105.16666666666666
40.53333333333333,9.950000000000003,50.483333333333334,78.65833333333333
43.46666666666667,11.916666666666664,55.38333333333333,75.60000000000001
34.666666666666664,11.075000000000001,52.84444444444444,103.93333333333335
40.233333333333334,15.266666666666666,40.233333333333334,75.36666666666667
36.166666666666664,9.683333333333334,55.973333333333336,85.97916666666667
40.9,10.855555555555558,65.74285714285713,98.60333333333332
40.1,9.766666666666667,58.949999999999996,89.58333333333333
37.86666666666667,10.68888888888889,58.47500000000001,82.42083333333333
38.03333333333333,8.519047619047619,64.43333333333334,94.66666666666667
34.56666666666666,7.888888888888889,51.06666666666666,71.4
33.733333333333334,7.610416666666666,59.86666666666667,79.44761904761904
46.43333333333334,11.359999999999996,65.29166666666666,99.61904761904762
51.5,,51.5,89.65
35.266666666666666,14.095238095238093,72.43333333333334,103.89999999999999
40.233333333333334,8.73333333333333,48.96666666666667,89.73333333333333
36.7,11.149999999999999,47.85,104.46666666666667
51.6,,51.6,72.98333333333332
44.766666666666666,11.794444444444446,67.08333333333334,106.13809523809525
41.63333333333333,,41.63333333333333,102.23333333333333
29.03333333333333,11.258333333333335,44.90833333333333,86.4
39.36666666666667,,39.36666666666667,63.71666666666667
46.3,17.3,67.94444444444444,101.11333333333334
35.63333333333333,12.508333333333333,71.63,99.71481481481482
44.93333333333334,13.966666666666661,51.91666666666667,89.26666666666665
36.666666666666664,9.750000000000007,46.16666666666667,63.333333333333336
38.733333333333334,21.1,49.28333333333333,101.34444444444443
37.266666666666666,8.360215053763442,69.14375000000001,96.79655172413794
35.766666666666666,11.550000000000004,47.31666666666667,93.11111111111113
35.1,9.009523809523808,53.37777777777777,89.31851851851852
32.7,11.159259259259258,59.1,92.27407407407408
46.3,,46.3,110.73333333333333
39.13333333333333,11.866666666666667,54.42222222222222,81.54666666666667
31.266666666666666,13.495238095238095,61.324999999999996,108.85000000000001
44.96666666666667,,44.96666666666667,77.5
37.46666666666667,10.9,55.144444444444446,77.32000000000001
42.06666666666666,10.733333333333336,64.58666666666667,102.64074074074074
35.06666666666666,7.216666666666668,52.85,72.08333333333334
40.06666666666666,6.772222222222222,53.73333333333333,76.1
42.5,11.366666666666667,53.96666666666667,99.06666666666666
41.0,12.266666666666666,51.13333333333333,76.86666666666667
40.36666666666667,12.440000000000001,71.74444444444445,100.66666666666666
45.7,8.47142857142857,71.53333333333333,109.31666666666666
39.166666666666664,,39.166666666666664,56.28333333333333
40.36666666666667,9.549999999999999,58.7,76.23333333333333
36.86666666666667,11.683333333333334,48.55,71.26666666666667
40.13333333333333,13.288888888888891,61.300000000000004,84.41666666666667
37.666666666666664,10.800000000000002,51.36666666666667,66.36666666666667
43.86666666666667,,43.86666666666667,63.53333333333334
41.06666666666666,,41.06666666666666,80.66666666666667
44.233333333333334,18.299999999999997,53.38333333333333,73.22222222222221
27.96666666666667,,27.96666666666667,53.56666666666666
36.56666666666666,14.000000000000002,57.5,116.41111111111111
37.266666666666666,15.916666666666671,53.18333333333334,73.66666666666666
40.4,,40.4,92.68333333333334
