tdiv0,tdiv,tld,tdie
40.90416666666667,,40.90416666666667,42.118750000000006
39.34583333333333,,39.34583333333333,63.797916666666666
34.85416666666667,,34.85416666666667,42.66875
35.22083333333333,,35.22083333333333,39.52916666666667
30.866666666666667,,30.866666666666667,41.27083333333333
39.391666666666666,,39.391666666666666,40.583333333333336
36.275,,36.275,37.604166666666664
38.84166666666667,,38.84166666666667,56.075
31.554166666666667,15.010416666666664,46.56458333333333,50.75833333333334
39.25416666666667,,39.25416666666667,47.57291666666667
32.8375,,32.8375,37.53541666666666
33.525,,33.525,39.3
36.458333333333336,,36.458333333333336,38.26875
43.608333333333334,,43.608333333333334,48.58125
36.4125,14.758333333333333,51.170833333333334,64.015625
37.5125,17.96666666666667,46.49583333333334,55.60138888888889
33.06666666666667,,33.06666666666667,35.88541666666667
42.05,,42.05,45.78541666666666
33.983333333333334,,33.983333333333334,48.489583333333336
35.49583333333334,,35.49583333333334,51.170833333333334
33.61666666666667,,33.61666666666667,40.675000000000004
40.72083333333333,,40.72083333333333,41.15625
34.99166666666667,,34.99166666666667,46.90833333333334
32.65416666666667,,32.65416666666667,35.702083333333334
30.225,,30.225,32.15
37.46666666666667,,37.46666666666667,40.44583333333334
30.45416666666667,,30.45416666666667,32.53958333333334
34.94583333333333,16.637500000000003,43.264583333333334,51.27777777777777
