tdiv0,tdiv,tld,tdie
40.30833333333334,20.120833333333334,60.429166666666674,65.87187499999999
35.266666666666666,10.725000000000001,40.62916666666666,47.74861111111111
36.32083333333333,,36.32083333333333,45.37291666666667
35.63333333333333,9.521875000000005,51.843055555555566,54.99027777777777
40.21666666666667,,40.21666666666667,53.78333333333333
47.6875,,47.6875,47.91666666666667
36.641666666666666,12.054166666666667,48.69583333333333,58.309375
35.5875,9.518055555555557,54.0125,55.559375
35.0375,16.797916666666666,51.83541666666667,53.09583333333333
47.962500000000006,,47.962500000000006,56.143750000000004
43.92916666666667,14.368749999999999,58.297916666666666,61.24270833333333
