tdiv0,tdiv,tld,tdie
37.19166666666667,,37.19166666666667,43.2875
33.61666666666667,,33.61666666666667,40.079166666666666
34.579166666666666,22.825000000000003,45.99166666666667,69.55
31.645833333333336,,31.645833333333336,36.84791666666666
38.38333333333333,,38.38333333333333,43.493750000000006
52.86666666666667,,52.86666666666667,52.98125
33.61666666666667,14.9875,48.60416666666667,53.118750000000006
43.2875,,43.2875,45.25833333333333
37.833333333333336,,37.833333333333336,47.91666666666667
36.275,,36.275,37.62708333333334
36.4125,,36.4125,39.047916666666666
36.09166666666667,18.608333333333334,54.7,70.74166666666667
40.125,,40.125,42.05
36.0,,36.0,74.04166666666666
34.30416666666667,,34.30416666666667,42.39375
31.6,,31.6,40.88125
38.520833333333336,,38.520833333333336,61.27708333333334
34.71666666666667,,34.71666666666667,36.36666666666667
32.65416666666667,,32.65416666666667,40.079166666666666
38.8875,,38.8875,41.68333333333334
31.095833333333335,20.166666666666668,41.17916666666667,50.59027777777777
35.266666666666666,,35.266666666666666,38.452083333333334
32.975,,32.975,35.97708333333334
34.53333333333333,,34.53333333333333,38.29166666666667
29.720833333333335,,29.720833333333335,31.875000000000004
37.05416666666667,,37.05416666666667,40.125
32.8375,,32.8375,51.2625
35.45,,35.45,38.40625
