tdiv0,tdiv,tld,tdie
35.862500000000004,,35.862500000000004,40.35416666666667
32.333333333333336,,32.333333333333336,33.57083333333333
33.15833333333333,,33.15833333333333,37.19166666666667
30.866666666666667,10.64861111111111,44.75416666666666,51.28083333333334
37.46666666666667,,37.46666666666667,41.24791666666667
33.020833333333336,,33.020833333333336,34.739583333333336
33.34166666666667,,33.34166666666667,39.52916666666667
35.083333333333336,13.475000000000001,41.82083333333334,47.84027777777777
33.43333333333334,8.204166666666666,37.53541666666667,42.768055555555556
35.770833333333336,,35.770833333333336,36.87083333333334
36.045833333333334,,36.045833333333334,41.17916666666667
32.5625,9.922916666666667,49.337500000000006,53.48541666666666
39.85,,39.85,49.2
36.458333333333336,14.575000000000003,55.280555555555566,60.08083333333333
31.416666666666668,9.922916666666666,41.33958333333334,44.284375
32.15,9.44166666666667,41.59166666666667,45.212500000000006
43.37916666666667,,43.37916666666667,44.34166666666667
33.295833333333334,,33.295833333333334,37.00833333333334
33.708333333333336,,33.708333333333336,42.16458333333333
33.61666666666667,13.818750000000001,47.43541666666667,49.13125000000001
30.866666666666667,,30.866666666666667,36.75625000000001
30.637500000000003,9.785416666666663,40.422916666666666,44.53645833333333
30.958333333333336,,30.958333333333336,38.24583333333334
35.175000000000004,14.987499999999997,50.1625,55.078125
33.43333333333334,,33.43333333333334,35.358333333333334
35.40416666666667,12.695833333333333,41.75208333333333,48.39027777777778
35.266666666666666,13.039583333333333,60.291666666666664,63.21354166666667
