tdiv0,tdiv,tld,tdie
36.275,,36.275,37.62708333333334
36.4125,,36.4125,39.047916666666666
36.09166666666667,18.608333333333334,54.7,70.74166666666667
40.125,,40.125,42.05
36.0,,36.0,74.04166666666666
34.30416666666667,,34.30416666666667,42.39375
31.6,,31.6,40.88125
38.520833333333336,,38.520833333333336,61.27708333333334
34.71666666666667,,34.71666666666667,36.36666666666667
32.65416666666667,,32.65416666666667,40.079166666666666
38.8875,,38.8875,41.68333333333334
31.095833333333335,20.166666666666668,41.17916666666667,50.59027777777777
35.266666666666666,,35.266666666666666,38.452083333333334
32.975,,32.975,35.97708333333334
34.53333333333333,,34.53333333333333,38.29166666666667
29.720833333333335,,29.720833333333335,31.875000000000004
37.05416666666667,,37.05416666666667,40.125
32.8375,,32.8375,51.2625
35.45,,35.45,38.40625
